id	internal_title	primary_axis	concept
q492	Semaphore Dependency	hierarchical-goal-discovery	A terminal request in the cliff signal yard expands into nested prerequisites involving flag agents and occluded relay beams; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q493	Impeller Dependency	hierarchical-goal-discovery	A terminal request in the turbine chamber expands into nested prerequisites involving blade riders and counter-rotating wakes; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. Further samples remain available but become costly once no possible result can change the best supported decision.
q494	Tessera Dependency	hierarchical-goal-discovery	A terminal request in the folding mosaic expands into nested prerequisites involving colored tesserae and topology-changing seams; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q495	Vivarium Dependency	hierarchical-goal-discovery	A terminal request in the stacked terrarium expands into nested prerequisites involving microfauna and temperature strata; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q496	Crossing Dependency	hierarchical-goal-discovery	A terminal request in the river ferry expands into nested prerequisites involving passenger tokens and capacity-limited docks; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q497	Spectrum Dependency	hierarchical-goal-discovery	A terminal request in the prism gallery expands into nested prerequisites involving light packets and wavelength-splitting panes; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q498	Escapement Dependency	hierarchical-goal-discovery	A terminal request in the clock tower expands into nested prerequisites involving weight tokens and nested gear phases; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q499	Monsoon Dependency	hierarchical-goal-discovery	A terminal request in the weather garden expands into nested prerequisites involving rain seeds and delayed storm cells; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q500	Workbench Dependency	hierarchical-goal-discovery	A terminal request in the mobile workshop expands into nested prerequisites involving tool sprites and reconfigurable fixtures; completing stable lower patterns unlocks new operations, and shared subgoals must be reused across branches. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q501	Aurora Frame	multi-scale-reference-frames	Local motion of crystal motes inside the polar observatory composes with translation and rotation of sweeping light curtains; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q502	Tide Frame	multi-scale-reference-frames	Local motion of shell carriers inside the tidal basin composes with translation and rotation of reversing currents; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q503	Ember Frame	multi-scale-reference-frames	Local motion of clay vessels inside the ceramic kiln composes with translation and rotation of stored heat bands; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q504	Honeycomb Frame	multi-scale-reference-frames	Local motion of nectar couriers inside the layered apiary composes with translation and rotation of hexagonal scent fields; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q505	Alloy Frame	multi-scale-reference-frames	Local motion of metal billets inside the magnetic foundry composes with translation and rotation of alternating force lanes; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q506	Palimpsest Frame	multi-scale-reference-frames	Local motion of memory tiles inside the sliding archive composes with translation and rotation of overwritten shelf traces; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q507	Canopy Frame	multi-scale-reference-frames	Local motion of seed gliders inside the terraced orchard composes with translation and rotation of seasonal shade bands; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q508	Breakwater Frame	multi-scale-reference-frames	Local motion of cargo skiffs inside the modular harbor composes with translation and rotation of tide-gated channels; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q509	Strata Frame	multi-scale-reference-frames	Local motion of ore crawlers inside the deep quarry composes with translation and rotation of load-bearing fault lines; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q510	Spore Frame	multi-scale-reference-frames	Local motion of spore colonies inside the glass greenhouse composes with translation and rotation of humidity gradients; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q511	Tapestry Frame	multi-scale-reference-frames	Local motion of thread shuttles inside the kinetic loom composes with translation and rotation of crossing tension fields; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q512	Lockwater Frame	multi-scale-reference-frames	Local motion of barge tokens inside the stepped canal composes with translation and rotation of coupled water levels; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q513	Murmuration Frame	multi-scale-reference-frames	Local motion of flock markers inside the open aviary composes with translation and rotation of collective wind wakes; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q514	Moraine Frame	multi-scale-reference-frames	Local motion of stone rafts inside the moving glacier composes with translation and rotation of crevasse flow bands; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q515	Waystation Frame	multi-scale-reference-frames	Local motion of supply walkers inside the desert caravan composes with translation and rotation of shifting dune corridors; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q516	Backstage Frame	multi-scale-reference-frames	Local motion of mask actors inside the rotating theater composes with translation and rotation of scene-dependent sightlines; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q517	Catalyst Frame	multi-scale-reference-frames	Local motion of reactant beads inside the chemical refinery composes with translation and rotation of temperature-gated pipes; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q518	Asterism Frame	multi-scale-reference-frames	Local motion of star nodes inside the orbital chart composes with translation and rotation of precessing relation lines; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q519	Reedbed Frame	multi-scale-reference-frames	Local motion of reed beetles inside the flooded marsh composes with translation and rotation of salinity fronts; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q520	Vault Frame	multi-scale-reference-frames	Local motion of echo carriers inside the branching catacomb composes with translation and rotation of pressure-sealed passages; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q521	Pollen Frame	multi-scale-reference-frames	Local motion of pollen kites inside the alpine meadow composes with translation and rotation of directional bloom waves; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q522	Semaphore Frame	multi-scale-reference-frames	Local motion of flag agents inside the cliff signal yard composes with translation and rotation of occluded relay beams; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q523	Impeller Frame	multi-scale-reference-frames	Local motion of blade riders inside the turbine chamber composes with translation and rotation of counter-rotating wakes; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Further samples remain available but become costly once no possible result can change the best supported decision.
q524	Tessera Frame	multi-scale-reference-frames	Local motion of colored tesserae inside the folding mosaic composes with translation and rotation of topology-changing seams; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q525	Vivarium Frame	multi-scale-reference-frames	Local motion of microfauna inside the stacked terrarium composes with translation and rotation of temperature strata; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q526	Crossing Frame	multi-scale-reference-frames	Local motion of passenger tokens inside the river ferry composes with translation and rotation of capacity-limited docks; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q527	Spectrum Frame	multi-scale-reference-frames	Local motion of light packets inside the prism gallery composes with translation and rotation of wavelength-splitting panes; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q528	Escapement Frame	multi-scale-reference-frames	Local motion of weight tokens inside the clock tower composes with translation and rotation of nested gear phases; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q529	Monsoon Frame	multi-scale-reference-frames	Local motion of rain seeds inside the weather garden composes with translation and rotation of delayed storm cells; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q530	Workbench Frame	multi-scale-reference-frames	Local motion of tool sprites inside the mobile workshop composes with translation and rotation of reconfigurable fixtures; edge exchanges depend on global alignment even though every control is expressed in a moving local frame. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q531	Aurora Lesson	policy-learning-from-demonstration	Demonstrations in the polar observatory show crystal motes acting through sweeping light curtains, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q532	Tide Lesson	policy-learning-from-demonstration	Demonstrations in the tidal basin show shell carriers acting through reversing currents, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q533	Ember Lesson	policy-learning-from-demonstration	Demonstrations in the ceramic kiln show clay vessels acting through stored heat bands, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q534	Honeycomb Lesson	policy-learning-from-demonstration	Demonstrations in the layered apiary show nectar couriers acting through hexagonal scent fields, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q535	Alloy Lesson	policy-learning-from-demonstration	Demonstrations in the magnetic foundry show metal billets acting through alternating force lanes, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q536	Palimpsest Lesson	policy-learning-from-demonstration	Demonstrations in the sliding archive show memory tiles acting through overwritten shelf traces, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q537	Canopy Lesson	policy-learning-from-demonstration	Demonstrations in the terraced orchard show seed gliders acting through seasonal shade bands, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q538	Breakwater Lesson	policy-learning-from-demonstration	Demonstrations in the modular harbor show cargo skiffs acting through tide-gated channels, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q539	Strata Lesson	policy-learning-from-demonstration	Demonstrations in the deep quarry show ore crawlers acting through load-bearing fault lines, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q540	Spore Lesson	policy-learning-from-demonstration	Demonstrations in the glass greenhouse show spore colonies acting through humidity gradients, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q541	Tapestry Lesson	policy-learning-from-demonstration	Demonstrations in the kinetic loom show thread shuttles acting through crossing tension fields, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q542	Lockwater Lesson	policy-learning-from-demonstration	Demonstrations in the stepped canal show barge tokens acting through coupled water levels, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q543	Murmuration Lesson	policy-learning-from-demonstration	Demonstrations in the open aviary show flock markers acting through collective wind wakes, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q544	Moraine Lesson	policy-learning-from-demonstration	Demonstrations in the moving glacier show stone rafts acting through crevasse flow bands, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q545	Waystation Lesson	policy-learning-from-demonstration	Demonstrations in the desert caravan show supply walkers acting through shifting dune corridors, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q546	Backstage Lesson	policy-learning-from-demonstration	Demonstrations in the rotating theater show mask actors acting through scene-dependent sightlines, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q547	Catalyst Lesson	policy-learning-from-demonstration	Demonstrations in the chemical refinery show reactant beads acting through temperature-gated pipes, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q548	Asterism Lesson	policy-learning-from-demonstration	Demonstrations in the orbital chart show star nodes acting through precessing relation lines, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q549	Reedbed Lesson	policy-learning-from-demonstration	Demonstrations in the flooded marsh show reed beetles acting through salinity fronts, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q550	Vault Lesson	policy-learning-from-demonstration	Demonstrations in the branching catacomb show echo carriers acting through pressure-sealed passages, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q551	Pollen Lesson	policy-learning-from-demonstration	Demonstrations in the alpine meadow show pollen kites acting through directional bloom waves, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q552	Semaphore Lesson	policy-learning-from-demonstration	Demonstrations in the cliff signal yard show flag agents acting through occluded relay beams, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q553	Impeller Lesson	policy-learning-from-demonstration	Demonstrations in the turbine chamber show blade riders acting through counter-rotating wakes, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Further samples remain available but become costly once no possible result can change the best supported decision.
q554	Tessera Lesson	policy-learning-from-demonstration	Demonstrations in the folding mosaic show colored tesserae acting through topology-changing seams, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q555	Vivarium Lesson	policy-learning-from-demonstration	Demonstrations in the stacked terrarium show microfauna acting through temperature strata, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q556	Crossing Lesson	policy-learning-from-demonstration	Demonstrations in the river ferry show passenger tokens acting through capacity-limited docks, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q557	Spectrum Lesson	policy-learning-from-demonstration	Demonstrations in the prism gallery show light packets acting through wavelength-splitting panes, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q558	Escapement Lesson	policy-learning-from-demonstration	Demonstrations in the clock tower show weight tokens acting through nested gear phases, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q559	Monsoon Lesson	policy-learning-from-demonstration	Demonstrations in the weather garden show rain seeds acting through delayed storm cells, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q560	Workbench Lesson	policy-learning-from-demonstration	Demonstrations in the mobile workshop show tool sprites acting through reconfigurable fixtures, but include a context switch and one causally ineffective gesture; the player must infer the intended conditional policy rather than clone the visible sequence. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q561	Aurora Counter	adaptive-adversary	An opponent in the polar observatory selects among three tactics from the player's recent treatment of crystal motes and sweeping light curtains; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q562	Tide Counter	adaptive-adversary	An opponent in the tidal basin selects among three tactics from the player's recent treatment of shell carriers and reversing currents; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q563	Ember Counter	adaptive-adversary	An opponent in the ceramic kiln selects among three tactics from the player's recent treatment of clay vessels and stored heat bands; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q564	Honeycomb Counter	adaptive-adversary	An opponent in the layered apiary selects among three tactics from the player's recent treatment of nectar couriers and hexagonal scent fields; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q565	Alloy Counter	adaptive-adversary	An opponent in the magnetic foundry selects among three tactics from the player's recent treatment of metal billets and alternating force lanes; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q566	Palimpsest Counter	adaptive-adversary	An opponent in the sliding archive selects among three tactics from the player's recent treatment of memory tiles and overwritten shelf traces; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q567	Canopy Counter	adaptive-adversary	An opponent in the terraced orchard selects among three tactics from the player's recent treatment of seed gliders and seasonal shade bands; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q568	Breakwater Counter	adaptive-adversary	An opponent in the modular harbor selects among three tactics from the player's recent treatment of cargo skiffs and tide-gated channels; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q569	Strata Counter	adaptive-adversary	An opponent in the deep quarry selects among three tactics from the player's recent treatment of ore crawlers and load-bearing fault lines; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q570	Spore Counter	adaptive-adversary	An opponent in the glass greenhouse selects among three tactics from the player's recent treatment of spore colonies and humidity gradients; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q571	Tapestry Counter	adaptive-adversary	An opponent in the kinetic loom selects among three tactics from the player's recent treatment of thread shuttles and crossing tension fields; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q572	Lockwater Counter	adaptive-adversary	An opponent in the stepped canal selects among three tactics from the player's recent treatment of barge tokens and coupled water levels; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q573	Murmuration Counter	adaptive-adversary	An opponent in the open aviary selects among three tactics from the player's recent treatment of flock markers and collective wind wakes; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q574	Moraine Counter	adaptive-adversary	An opponent in the moving glacier selects among three tactics from the player's recent treatment of stone rafts and crevasse flow bands; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q575	Waystation Counter	adaptive-adversary	An opponent in the desert caravan selects among three tactics from the player's recent treatment of supply walkers and shifting dune corridors; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q576	Backstage Counter	adaptive-adversary	An opponent in the rotating theater selects among three tactics from the player's recent treatment of mask actors and scene-dependent sightlines; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q577	Catalyst Counter	adaptive-adversary	An opponent in the chemical refinery selects among three tactics from the player's recent treatment of reactant beads and temperature-gated pipes; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q578	Asterism Counter	adaptive-adversary	An opponent in the orbital chart selects among three tactics from the player's recent treatment of star nodes and precessing relation lines; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q579	Reedbed Counter	adaptive-adversary	An opponent in the flooded marsh selects among three tactics from the player's recent treatment of reed beetles and salinity fronts; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q580	Vault Counter	adaptive-adversary	An opponent in the branching catacomb selects among three tactics from the player's recent treatment of echo carriers and pressure-sealed passages; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q581	Pollen Counter	adaptive-adversary	An opponent in the alpine meadow selects among three tactics from the player's recent treatment of pollen kites and directional bloom waves; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q582	Semaphore Counter	adaptive-adversary	An opponent in the cliff signal yard selects among three tactics from the player's recent treatment of flag agents and occluded relay beams; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q583	Impeller Counter	adaptive-adversary	An opponent in the turbine chamber selects among three tactics from the player's recent treatment of blade riders and counter-rotating wakes; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Further samples remain available but become costly once no possible result can change the best supported decision.
q584	Tessera Counter	adaptive-adversary	An opponent in the folding mosaic selects among three tactics from the player's recent treatment of colored tesserae and topology-changing seams; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q585	Vivarium Counter	adaptive-adversary	An opponent in the stacked terrarium selects among three tactics from the player's recent treatment of microfauna and temperature strata; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q586	Crossing Counter	adaptive-adversary	An opponent in the river ferry selects among three tactics from the player's recent treatment of passenger tokens and capacity-limited docks; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q587	Spectrum Counter	adaptive-adversary	An opponent in the prism gallery selects among three tactics from the player's recent treatment of light packets and wavelength-splitting panes; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q588	Escapement Counter	adaptive-adversary	An opponent in the clock tower selects among three tactics from the player's recent treatment of weight tokens and nested gear phases; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q589	Monsoon Counter	adaptive-adversary	An opponent in the weather garden selects among three tactics from the player's recent treatment of rain seeds and delayed storm cells; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q590	Workbench Counter	adaptive-adversary	An opponent in the mobile workshop selects among three tactics from the player's recent treatment of tool sprites and reconfigurable fixtures; its update is legible, so success requires deliberately shaping the opponent state before exploiting a counter. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q591	Aurora Grammar	compositional-communication	Messages in the polar observatory encode operations on crystal motes using both grouping and spatial relations in sweeping light curtains; relays apply local transforms, making later commands require composition rather than symbol lookup. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q592	Tide Grammar	compositional-communication	Messages in the tidal basin encode operations on shell carriers using both grouping and spatial relations in reversing currents; relays apply local transforms, making later commands require composition rather than symbol lookup. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q593	Ember Grammar	compositional-communication	Messages in the ceramic kiln encode operations on clay vessels using both grouping and spatial relations in stored heat bands; relays apply local transforms, making later commands require composition rather than symbol lookup. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q594	Honeycomb Grammar	compositional-communication	Messages in the layered apiary encode operations on nectar couriers using both grouping and spatial relations in hexagonal scent fields; relays apply local transforms, making later commands require composition rather than symbol lookup. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q595	Alloy Grammar	compositional-communication	Messages in the magnetic foundry encode operations on metal billets using both grouping and spatial relations in alternating force lanes; relays apply local transforms, making later commands require composition rather than symbol lookup. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q596	Palimpsest Grammar	compositional-communication	Messages in the sliding archive encode operations on memory tiles using both grouping and spatial relations in overwritten shelf traces; relays apply local transforms, making later commands require composition rather than symbol lookup. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q597	Canopy Grammar	compositional-communication	Messages in the terraced orchard encode operations on seed gliders using both grouping and spatial relations in seasonal shade bands; relays apply local transforms, making later commands require composition rather than symbol lookup. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q598	Breakwater Grammar	compositional-communication	Messages in the modular harbor encode operations on cargo skiffs using both grouping and spatial relations in tide-gated channels; relays apply local transforms, making later commands require composition rather than symbol lookup. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
